pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	SemEval_set
23	Op [**8-19**] had hij eindelijk zijn hartkatheterisatie die geen stroombeperkende coronaire hartziekte vertoonde, maar hij had wel een oplopend aorta-aneurysma van ongeveer zes cm. 	 De patiënt heeft een voorgeschiedenis van hypertensie en roken 	NEUTRAL	0	TRAIN
24	Bij [**Ziekenhuis **] revalidatie werd hij behandeld met vanco/flagyl voor vermoedelijke aspiratiepneumonie. 	 De patiënt heeft een vermoeden van aspiratiepneumonie 	ENTAILMENT	0	TRAIN
25	Bij [**Ziekenhuis **] revalidatie werd hij behandeld met vanco/flagyl voor vermoedelijke aspiratiepneumonie. 	 de patiënt krijgt geen antibiotica 	CONTRADICTION	0	TRAIN
26	Bij [**Ziekenhuis **] revalidatie werd hij behandeld met vanco/flagyl voor vermoedelijke aspiratiepneumonie. 	 de patiënt had een beroerte 	NEUTRAL	0	TRAIN
27	AROM bij aflevering leverde helder vruchtwater op. 	 Patiënt is bevallen 	ENTAILMENT	0	TRAIN
28	AROM bij aflevering leverde helder vruchtwater op. 	 Patiënt is niet zwanger geweest 	CONTRADICTION	0	TRAIN
29	AROM bij aflevering leverde helder vruchtwater op. 	 Patiënt heeft geen PMH 	NEUTRAL	0	TRAIN
30	Links dominant, mild links hoofd, 50% links anterieur aflopend en minimale luminale onregelmatigheden. 	 Er is 50% blokkade in de linker voorste dalende kransslagader 	ENTAILMENT	0	TRAIN
31	Links dominant, mild links hoofd, 50% links anterieur aflopend en minimale luminale onregelmatigheden. 	 Er is geen blokkade in de kransslagaders 	CONTRADICTION	0	TRAIN
32	Links dominant, mild links hoofd, 50% links anterieur aflopend en minimale luminale onregelmatigheden. 	 De patiënt heeft een voorgeschiedenis van hoog cholesterol en hoge bloeddruk 	NEUTRAL	0	TRAIN
33	De patiënte begon drie weken geleden symptomen van buikpijn, misselijkheid en braken te krijgen die vergelijkbaar waren met [** Locatie **]us episoden van diverticulitis en ongeveer een week later presenteerde ze zich in het [**Ziekenhuis3 **] toen ze merkte dat de ontlasting uit haar wegstroomde. vagina en een CT-scan in het buitenziekenhuis documenteerde de enterovaginale fistel. 	 Ze heeft een voorgeschiedenis van spijsverteringsziekte 	ENTAILMENT	0	TRAIN
34	De patiënte begon drie weken geleden symptomen van buikpijn, misselijkheid en braken te krijgen die vergelijkbaar waren met [** Locatie **]us episoden van diverticulitis en ongeveer een week later presenteerde ze zich in het [**Ziekenhuis3 **] toen ze merkte dat de ontlasting uit haar wegstroomde. vagina en een CT-scan in het buitenziekenhuis documenteerde de enterovaginale fistel. 	 Ze heeft geen gastro-intestinale disfunctie 	CONTRADICTION	0	TRAIN
35	De patiënte begon drie weken geleden symptomen van buikpijn, misselijkheid en braken te krijgen die vergelijkbaar waren met [** Locatie **]us episoden van diverticulitis en ongeveer een week later presenteerde ze zich in het [**Ziekenhuis3 **] toen ze merkte dat de ontlasting uit haar wegstroomde. vagina en een CT-scan in het buitenziekenhuis documenteerde de enterovaginale fistel. 	 Ze heeft een geschiedenis van zwaarlijvigheid 	NEUTRAL	0	TRAIN
36	Ze is gestart met Dilantin. 	 De patiënt heeft pijn. 	ENTAILMENT	0	TRAIN
37	Ze is gestart met Dilantin. 	 De patiënt heeft geen pijnklachten. 	CONTRADICTION	0	TRAIN
38	Ze is gestart met Dilantin. 	 De patiënt is opgenomen in het ziekenhuis 	NEUTRAL	0	TRAIN
39	[**Voornaam bekende patiënt **] [**Achternaam bekende patiënt 6979**] is een 54-jarige vrouw met een voorgeschiedenis van CZS-lymfoom die zich presenteert met toenemende aanvallen en hypotensie. 	 de patiënt heeft CZS-lymfoom 	ENTAILMENT	0	TRAIN
40	[**Voornaam bekende patiënt **] [**Achternaam bekende patiënt 6979**] is een 54-jarige vrouw met een voorgeschiedenis van CZS-lymfoom die zich presenteert met toenemende aanvallen en hypotensie. 	 de patiënt heeft geen neurologische symptomen 	CONTRADICTION	0	TRAIN
41	[**Voornaam bekende patiënt **] [**Achternaam bekende patiënt 6979**] is een 54-jarige vrouw met een voorgeschiedenis van CZS-lymfoom die zich presenteert met toenemende aanvallen en hypotensie. 	 de patiënt heeft hiv 	NEUTRAL	0	TRAIN
42	In die tijd karakteriseerde hij zijn pijn als een strakker en branderig gevoel op de borst, met bijbehorende straling naar zijn nek, kaak en armen. 	 Hij heeft pijn op de borst 	ENTAILMENT	0	TRAIN
43	In die tijd karakteriseerde hij zijn pijn als een strakker en branderig gevoel op de borst, met bijbehorende straling naar zijn nek, kaak en armen. 	 Hij ontkent pijn 	CONTRADICTION	0	TRAIN
44	In die tijd karakteriseerde hij zijn pijn als een strakker en branderig gevoel op de borst, met bijbehorende straling naar zijn nek, kaak en armen. 	 Hij heeft een voorgeschiedenis van coronaire hartziekte en hypertensie 	NEUTRAL	0	TRAIN
45	Ze had een MRI als onderdeel van haar metastatische opwerking die meerdere hersenmetastasen aan het licht bracht, waarvan de grootste 1,5 cm was. 	 Patiënt heeft kanker 	ENTAILMENT	0	TRAIN
46	Ze had een MRI als onderdeel van haar metastatische opwerking die meerdere hersenmetastasen aan het licht bracht, waarvan de grootste 1,5 cm was. 	 Patiënt heeft geen maligniteit 	CONTRADICTION	0	TRAIN
47	Ze had een MRI als onderdeel van haar metastatische opwerking die meerdere hersenmetastasen aan het licht bracht, waarvan de grootste 1,5 cm was. 	 Patiënt heeft ziekte door haar lichaam 	NEUTRAL	0	TRAIN
48	Hij was in staat om de melk binnen te houden en op geen enkel moment braakte of opgezogen. 	 de patiënt is een baby 	ENTAILMENT	0	TRAIN
49	Hij was in staat om de melk binnen te houden en op geen enkel moment braakte of opgezogen. 	 de patiënt aspireert 	CONTRADICTION	0	TRAIN
50	Hij was in staat om de melk binnen te houden en op geen enkel moment braakte of opgezogen. 	 de patiënt is prematuur 	NEUTRAL	0	TRAIN
51	CXR toonde lage longvolumes, geen focale consolidatie of pleurale effusie, minimale linker basilaire atelectase. 	 Patiënt heeft een in wezen normale thoraxfoto 	ENTAILMENT	0	TRAIN
52	CXR toonde lage longvolumes, geen focale consolidatie of pleurale effusie, minimale linker basilaire atelectase. 	 Patiënt heeft goed uitgezette longen 	CONTRADICTION	0	TRAIN
53	CXR toonde lage longvolumes, geen focale consolidatie of pleurale effusie, minimale linker basilaire atelectase. 	 Patiënt heeft vroege aspiratie 	NEUTRAL	0	TRAIN
54	De patiënt ontkende hoesten, dysurie, hoofdpijn, fotofobie, stijve nek of diarree. 	 De patiënt heeft geen pijn bij het plassen 	ENTAILMENT	0	TRAIN
55	De patiënt ontkende hoesten, dysurie, hoofdpijn, fotofobie, stijve nek of diarree. 	 De patiënt klaagt over pijnlijk urineren 	CONTRADICTION	0	TRAIN
56	De patiënt ontkende hoesten, dysurie, hoofdpijn, fotofobie, stijve nek of diarree. 	 Geen geschiedenis van meningitis 	NEUTRAL	0	TRAIN
57	Ze is momenteel in stabiele toestand en heeft geen pressoren en IABP. 	 Ze werd behandeld voor een hartaandoening 	ENTAILMENT	0	TRAIN
58	Ze is momenteel in stabiele toestand en heeft geen pressoren en IABP. 	 Ze heeft geen voorgeschiedenis van hartaandoeningen 	CONTRADICTION	0	TRAIN
59	Ze is momenteel in stabiele toestand en heeft geen pressoren en IABP. 	 Ze heeft een voorgeschiedenis van een hartinfarct 	NEUTRAL	0	TRAIN
60	Hij kreeg zowel depakote voor het voorkomen van aanvallen als ativan. 	 de patiënt heeft een voorgeschiedenis van epileptische aanvallen 	ENTAILMENT	0	TRAIN
61	Hij kreeg zowel depakote voor het voorkomen van aanvallen als ativan. 	 de patiënt heeft geen voorgeschiedenis van epileptische aanvallen 	CONTRADICTION	0	TRAIN
62	Hij kreeg zowel depakote voor het voorkomen van aanvallen als ativan. 	 de patiënt heeft een hersentumor 	NEUTRAL	0	TRAIN
63	75 jaar M met atriale fibrillatie, HTN, dyslipidemie en DVT (terwijl op coumadin dus nu op lovenox) die volhardde met een geschiedenis van 1 dag van verslechtering van SOB en hoesten die helder sputum produceerden. 	 de patiënt is kortademig 	ENTAILMENT	0	TRAIN
64	75 jaar M met atriale fibrillatie, HTN, dyslipidemie en DVT (terwijl op coumadin dus nu op lovenox) die volhardde met een geschiedenis van 1 dag van verslechtering van SOB en hoesten die helder sputum produceerden. 	 de patiënt ontkent ademhalingsmoeilijkheden 	CONTRADICTION	0	TRAIN
65	75 jaar M met atriale fibrillatie, HTN, dyslipidemie en DVT (terwijl op coumadin dus nu op lovenox) die volhardde met een geschiedenis van 1 dag van verslechtering van SOB en hoesten die helder sputum produceerden. 	 de patiënt heeft een longontsteking 	NEUTRAL	0	TRAIN
66	Geschiedenis van TIA [**5-/3025**] met linkerhemi [** Locatie **] die is opgelost. 	 Patiënt heeft een focaal neurologisch tekort 	ENTAILMENT	0	TRAIN
67	Geschiedenis van TIA [**5-/3025**] met linkerhemi [** Locatie **] die is opgelost. 	 Patiënt heeft geen symptomen 	CONTRADICTION	0	TRAIN
68	Geschiedenis van TIA [**5-/3025**] met linkerhemi [** Locatie **] die is opgelost. 	 Patiënt heeft abnormale hersen-MRI 	NEUTRAL	0	TRAIN
69	Haar buikonderzoek was goedaardig. 	 De patiënt heeft geen abdominaal onderzoek met betrekking tot een infectie. 	ENTAILMENT	0	TRAIN
70	Haar buikonderzoek was goedaardig. 	 De patiënt heeft peritoneale symptomen. 	CONTRADICTION	0	TRAIN
71	Haar buikonderzoek was goedaardig. 	 De patiënt heeft geen acuut intra-abdominaal proces. 	NEUTRAL	0	TRAIN
72	GASTRO-INTESTINAL: [**Achternaam bekende patiënt 635**] werd gestart met Reglan en Zantac op [**10-16**] om de medische therapie te maximaliseren die mogelijk bijdraagt ​​aan zijn apneu- en bradycardie-episodes. 	 Hij heeft een trage hartslag en ademstilstand gehad 	ENTAILMENT	0	TRAIN
73	GASTRO-INTESTINAL: [**Achternaam bekende patiënt 635**] werd gestart met Reglan en Zantac op [**10-16**] om de medische therapie te maximaliseren die mogelijk bijdraagt ​​aan zijn apneu- en bradycardie-episodes. 	 Zijn ademhaling en hartslag waren normaal 	CONTRADICTION	0	TRAIN
74	GASTRO-INTESTINAL: [**Achternaam bekende patiënt 635**] werd gestart met Reglan en Zantac op [**10-16**] om de medische therapie te maximaliseren die mogelijk bijdraagt ​​aan zijn apneu- en bradycardie-episodes. 	 Hij heeft een geschiedenis van zwaarlijvigheid 	NEUTRAL	0	TRAIN
75	Hij nam wat oxycodon zonder verlichting. 	 Hij had pijn 	ENTAILMENT	0	TRAIN
76	Hij nam wat oxycodon zonder verlichting. 	 Hij heeft geen pijn 	CONTRADICTION	0	TRAIN
77	Hij nam wat oxycodon zonder verlichting. 	 Hij heeft buikpijn 	NEUTRAL	0	TRAIN
78	VRE septische tromboflebitis in IJ ([**1-19**]) s/p linezolid) 6. 	 de patiënt had een infectie in de ij 	ENTAILMENT	0	TRAIN
79	VRE septische tromboflebitis in IJ ([**1-19**]) s/p linezolid) 6. 	 de patiënt heeft geen voorgeschiedenis van infectie 	CONTRADICTION	0	TRAIN
80	VRE septische tromboflebitis in IJ ([**1-19**]) s/p linezolid) 6. 	 de patiënt had een centrale lijn 	NEUTRAL	0	TRAIN
81	Ze werd op identiteitsbewijs gezien in [**Hospital1 294**] op [**6-17**], omdat ze dacht dat dit minder waarschijnlijk een besmettelijk proces was. 	 De patiënt werd beoordeeld door specialisten op het gebied van infectieziekten 	ENTAILMENT	0	TRAIN
82	Ze werd op identiteitsbewijs gezien in [**Hospital1 294**] op [**6-17**], omdat ze dacht dat dit minder waarschijnlijk een besmettelijk proces was. 	 De patiënt werd verdacht van tuberculose 	CONTRADICTION	0	TRAIN
83	Ze werd op identiteitsbewijs gezien in [**Hospital1 294**] op [**6-17**], omdat ze dacht dat dit minder waarschijnlijk een besmettelijk proces was. 	 De patiënt heeft koorts en een verhoogde witte telling 	NEUTRAL	0	TRAIN
84	Pacemaker voor sick sinus-syndroom. 	 Pacemakers worden gebruikt bij symptomatische aritmieën. 	ENTAILMENT	0	TRAIN
85	Pacemaker voor sick sinus-syndroom. 	 Pacemakers worden gebruikt voor longoedeem. 	CONTRADICTION	0	TRAIN
86	Pacemaker voor sick sinus-syndroom. 	 Patiënten met een pacemaker hebben atriumfibrilleren. 	NEUTRAL	0	TRAIN
87	EMS vond haar thuis waar ze toegaf dat ze 60 mg Cymbalta, 12 mg Cyproheptadine en 22 mg Klonopin had ingenomen met een hele fles wijn (750 cc). 	 Ze heeft opzettelijk een overdosis voorgeschreven aan medicijnen 	ENTAILMENT	0	TRAIN
88	EMS vond haar thuis waar ze toegaf dat ze 60 mg Cymbalta, 12 mg Cyproheptadine en 22 mg Klonopin had ingenomen met een hele fles wijn (750 cc). 	 Ze heeft geen medicatie ingenomen 	CONTRADICTION	0	TRAIN
89	EMS vond haar thuis waar ze toegaf dat ze 60 mg Cymbalta, 12 mg Cyproheptadine en 22 mg Klonopin had ingenomen met een hele fles wijn (750 cc). 	 Ze heeft een voorgeschiedenis van depressie 	NEUTRAL	0	TRAIN
90	Hij onderging een gedeeltelijke vertebrectomie, fusie, debridement en plaatsing van een vertebrale spacer op L3-L4 op [**3313-12-1**]. . 	 Patiënt heeft spinale interventie ondergaan 	ENTAILMENT	0	TRAIN
91	Hij onderging een gedeeltelijke vertebrectomie, fusie, debridement en plaatsing van een vertebrale spacer op L3-L4 op [**3313-12-1**]. . 	 Patiënt heeft geen PSH 	CONTRADICTION	0	TRAIN
92	Hij onderging een gedeeltelijke vertebrectomie, fusie, debridement en plaatsing van een vertebrale spacer op L3-L4 op [**3313-12-1**]. . 	 Patiënt heeft rugpijn 	NEUTRAL	0	TRAIN
93	-Colon CA: T3N2, dx 2 jaar geleden, s/p resectie ([**5-17**] LN+), mets naar lever en hersenen, laatste CEA 7,4 -Chemo: laatste [**11-12**] -HTN -GERD 	 De patiënt heeft kanker 	ENTAILMENT	0	TRAIN
94	-Colon CA: T3N2, dx 2 jaar geleden, s/p resectie ([**5-17**] LN+), mets naar lever en hersenen, laatste CEA 7,4 -Chemo: laatste [**11-12**] -HTN -GERD 	 De patiënt heeft geen voorgeschiedenis van kanker 	CONTRADICTION	0	TRAIN
95	-Colon CA: T3N2, dx 2 jaar geleden, s/p resectie ([**5-17**] LN+), mets naar lever en hersenen, laatste CEA 7,4 -Chemo: laatste [**11-12**] -HTN -GERD 	 Geschiedenis van melena 	NEUTRAL	0	TRAIN
96	Kwam naar ED met klagen over braken en zwakte. 	 Patiënt heeft pijn in de bovenste GI 	ENTAILMENT	0	TRAIN
97	Kwam naar ED met klagen over braken en zwakte. 	 Patiënt heeft negatieve ROS 	CONTRADICTION	0	TRAIN
98	Kwam naar ED met klagen over braken en zwakte. 	 Patiënt heeft misselijkheid 	NEUTRAL	0	TRAIN
99	CAD: CAD s/p CABG (LIMA naar LAD, SVG naar OM) s/p PCI ([**3-4**]) 2. 	 patiënt heeft een voorgeschiedenis van cabg 	ENTAILMENT	0	TRAIN
100	CAD: CAD s/p CABG (LIMA naar LAD, SVG naar OM) s/p PCI ([**3-4**]) 2. 	 patiënt heeft geen hartgeschiedenis 	CONTRADICTION	0	TRAIN
101	CAD: CAD s/p CABG (LIMA naar LAD, SVG naar OM) s/p PCI ([**3-4**]) 2. 	 patiënt heeft hartfalen 	NEUTRAL	0	TRAIN
102	Onderging ORIF van R-knie op [**11-19**] vanwege niet-[**Hospital1 **]. - s/p reparatie van R gescheurde patellapees in [**3227**] . 	 Patiënt heeft een trauma gehad 	ENTAILMENT	0	TRAIN
103	Onderging ORIF van R-knie op [**11-19**] vanwege niet-[**Hospital1 **]. - s/p reparatie van R gescheurde patellapees in [**3227**] . 	 Patiënt is niet geopereerd 	CONTRADICTION	0	TRAIN
104	Onderging ORIF van R-knie op [**11-19**] vanwege niet-[**Hospital1 **]. - s/p reparatie van R gescheurde patellapees in [**3227**] . 	 Patiënt heeft kniepijn 	NEUTRAL	0	TRAIN
105	Terugkerende pleurale effusie - onduidelijke etiologie, cytologie negatief in het verleden. 	 de patiënt heeft terugkerende pleurale effusies 	ENTAILMENT	0	TRAIN
106	Terugkerende pleurale effusie - onduidelijke etiologie, cytologie negatief in het verleden. 	 de patiënt heeft geen voorgeschiedenis van effusie 	CONTRADICTION	0	TRAIN
107	Terugkerende pleurale effusie - onduidelijke etiologie, cytologie negatief in het verleden. 	 de patiënt heeft longkanker 	NEUTRAL	0	TRAIN
108	leeftijd [**7-24**] ARF met artritis, hartruis. 20 jaar Hypertensie, 4+ labiel met een aantal [**maand/jaar (2) 21269**] van 200/100 waarvoor hij ter controle naar de SEH is gegaan. 	 Meerdere medische aandoeningen 	ENTAILMENT	0	TRAIN
109	leeftijd [**7-24**] ARF met artritis, hartruis. 20 jaar Hypertensie, 4+ labiel met een aantal [**maand/jaar (2) 21269**] van 200/100 waarvoor hij ter controle naar de SEH is gegaan. 	 Hartfunctie is normaal 	CONTRADICTION	0	TRAIN
110	leeftijd [**7-24**] ARF met artritis, hartruis. 20 jaar Hypertensie, 4+ labiel met een aantal [**maand/jaar (2) 21269**] van 200/100 waarvoor hij ter controle naar de SEH is gegaan. 	 Op antihypertensiva 	NEUTRAL	0	TRAIN
111	Ze ontkende enig bewustzijnsverlies of focale pijn. 	 Ze was wakker en alert 	ENTAILMENT	0	TRAIN
112	Ze ontkende enig bewustzijnsverlies of focale pijn. 	 Ze is bewusteloos 	CONTRADICTION	0	TRAIN
113	Ze ontkende enig bewustzijnsverlies of focale pijn. 	 Ze heeft een voorgeschiedenis van hoofdtrauma 	NEUTRAL	0	TRAIN
114	Vrouw van 83 jaar met PMHX-teken voor HTN, CHF met diastolische disfunctie, rechter nierarteriestenose p/w verhoogde lethargie en niet-reagerend gedurende 1 dag. 	 De patiënt heeft een hartaandoening. 	ENTAILMENT	0	TRAIN
115	Vrouw van 83 jaar met PMHX-teken voor HTN, CHF met diastolische disfunctie, rechter nierarteriestenose p/w verhoogde lethargie en niet-reagerend gedurende 1 dag. 	 De patiënt heeft een normaal functionerend hart. 	CONTRADICTION	0	TRAIN
116	Vrouw van 83 jaar met PMHX-teken voor HTN, CHF met diastolische disfunctie, rechter nierarteriestenose p/w verhoogde lethargie en niet-reagerend gedurende 1 dag. 	 De patiënt ontwikkelde diastolische disfunctie door langdurige hypertensie. 	NEUTRAL	0	TRAIN
117	Zegt dat de pijn vergelijkbaar was met de pijn die ze had toen ze haar [** Locatie **]us MI's had. 	 Patiënt heeft een significante cardiale voorgeschiedenis 	ENTAILMENT	0	TRAIN
118	Zegt dat de pijn vergelijkbaar was met de pijn die ze had toen ze haar [** Locatie **]us MI's had. 	 Patiënt heeft normaal ECG 	CONTRADICTION	0	TRAIN
119	Zegt dat de pijn vergelijkbaar was met de pijn die ze had toen ze haar [** Locatie **]us MI's had. 	 Patiënt heeft verhoogde troponine 	NEUTRAL	0	TRAIN
120	47-jarige vrouw met HepC/cirrose op leverlijst [**maand/dag/jaar 1222**], verwezen voor abnormale labo's, WBC van 77K op [**7-7**]. 	 De patiënt heeft bevindingen die wijzen op een infectie. 	ENTAILMENT	0	TRAIN
121	47-jarige vrouw met HepC/cirrose op leverlijst [**maand/dag/jaar 1222**], verwezen voor abnormale labo's, WBC van 77K op [**7-7**]. 	 De patiënt heeft geen bevindingen die wijzen op een infectie. 	CONTRADICTION	0	TRAIN
122	47-jarige vrouw met HepC/cirrose op leverlijst [**maand/dag/jaar 1222**], verwezen voor abnormale labo's, WBC van 77K op [**7-7**]. 	 De patiënt heeft spontane bacteriële peritonitis. 	NEUTRAL	0	TRAIN
123	Moeder presenteerde zich op [**12-15**] met vaginale bloeding met een groot stolsel op echografie. 	 Patiënt had abnormale bloeding en echografie 	ENTAILMENT	0	TRAIN
124	Moeder presenteerde zich op [**12-15**] met vaginale bloeding met een groot stolsel op echografie. 	 Echografie was onopvallend 	CONTRADICTION	0	TRAIN
125	Moeder presenteerde zich op [**12-15**] met vaginale bloeding met een groot stolsel op echografie. 	 Patiënt klaagde over bekkenpijn 	NEUTRAL	0	TRAIN
126	Toen ze in ED aankwam, vertoonde VS SBP in 70s, 02 sats 97%, HR 68 Labetalol stopte en kreeg IVF's met terugkeer van SBPS naar 90s-100s. 	 De patiënt heeft een medische voorgeschiedenis van hypertensie. 	ENTAILMENT	0	TRAIN
127	Toen ze in ED aankwam, vertoonde VS SBP in 70s, 02 sats 97%, HR 68 Labetalol stopte en kreeg IVF's met terugkeer van SBPS naar 90s-100s. 	 De patiënt gebruikt geen medicijnen. 	CONTRADICTION	0	TRAIN
128	Toen ze in ED aankwam, vertoonde VS SBP in 70s, 02 sats 97%, HR 68 Labetalol stopte en kreeg IVF's met terugkeer van SBPS naar 90s-100s. 	 De patiënt had een overdosis labetalol. 	NEUTRAL	0	TRAIN
129	De totale cardiopulmonale bypass-tijd was 113 minuten. 	 Patiënt heeft een CABG . gehad 	ENTAILMENT	0	TRAIN
130	De totale cardiopulmonale bypass-tijd was 113 minuten. 	 Patiënt heeft geen CAD 	CONTRADICTION	0	TRAIN
131	De totale cardiopulmonale bypass-tijd was 113 minuten. 	 Patiënt heeft PAD 	NEUTRAL	0	TRAIN
132	De patiënt werd vervolgens gestart met Levophed met 0,03 mcg/kg/min. 	 De patiënt werd gestart met noradrenaline 	ENTAILMENT	0	TRAIN
133	De patiënt werd vervolgens gestart met Levophed met 0,03 mcg/kg/min. 	 De patiënt had geen indicatie voor noradrenaline 	CONTRADICTION	0	TRAIN
134	De patiënt werd vervolgens gestart met Levophed met 0,03 mcg/kg/min. 	 De patiënt heeft septische shock 	NEUTRAL	0	TRAIN
135	Meisje [**bekende patiënt achternaam 39746**] werd geboren door een herhaalde geplande keizersnede met een Apgar-score van 4 na één minuut, 5 na vijf minuten en 7 na tien minuten. 	 De patiënt heeft over apgars gehad. 	ENTAILMENT	0	TRAIN
136	Meisje [**bekende patiënt achternaam 39746**] werd geboren door een herhaalde geplande keizersnede met een Apgar-score van 4 na één minuut, 5 na vijf minuten en 7 na tien minuten. 	 De baby had geruststellende apgars. 	CONTRADICTION	0	TRAIN
137	Meisje [**bekende patiënt achternaam 39746**] werd geboren door een herhaalde geplande keizersnede met een Apgar-score van 4 na één minuut, 5 na vijf minuten en 7 na tien minuten. 	 De patiënt werd te vroeg geboren. 	NEUTRAL	0	TRAIN
138	Hij reageerde op commando's en probeerde rechtop te zitten. 	 Hij was in staat om te reageren wanneer hij werd aangesproken 	ENTAILMENT	0	TRAIN
139	Hij reageerde op commando's en probeerde rechtop te zitten. 	 Hij was comateus 	CONTRADICTION	0	TRAIN
140	Hij reageerde op commando's en probeerde rechtop te zitten. 	 Hij heeft een geschiedenis van een overdosis drugs 	NEUTRAL	0	TRAIN
141	Ze begon ibuprofen ervoor te gebruiken in de dosis [**Voornaam8 (NaamPatroon2) **] [**Achternaam (un) 5416**]. 	 De patiënt neemt pijnmedicatie. 	ENTAILMENT	0	TRAIN
